"drugbank_id"	"pert_id"	"inchi_key"	"cmap_name"	"compound_aliases"	"target"	"moa"	"common_name"
"DB08639"	"BRD-K12885236"	"ILAYIAGXTHKHNT-UHFFFAOYSA-N"	"DAPIVIRINE"	""	"CYP3A5"	"Non-nucleoside reverse transcriptase inhibitor"	"DAPIVIRINE"
"DB08756"	"BRD-K44084986"	"IYOZTVGMEWJPKR-IJLUTSLNSA-N"	"Y-27632"	""	"ROCK1"	"Rho associated kinase inhibitor"	"(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE"
"DB08756"	"BRD-K44084986"	"IYOZTVGMEWJPKR-IJLUTSLNSA-N"	"Y-27632"	""	"ROCK2"	"Rho associated kinase inhibitor"	"(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE"
"DB08770"	"BRD-K19605405"	"PWTBZOIUWZOPFT-UHFFFAOYSA-N"	"ZM-241385"	""	"ADORA2A"	"Adenosine receptor antagonist"	"4-{2-[(7-AMINO-2-FURAN-2-YL[1,2,4]TRIAZOLO[1,5-A][1,3,5]TRIAZIN-5-YL)AMINO]ETHYL}PHENOL"
"DB08770"	"BRD-K19605405"	"PWTBZOIUWZOPFT-UHFFFAOYSA-N"	"ZM-241385"	""	"ADORA2B"	"Adenosine receptor antagonist"	"4-{2-[(7-AMINO-2-FURAN-2-YL[1,2,4]TRIAZOLO[1,5-A][1,3,5]TRIAZIN-5-YL)AMINO]ETHYL}PHENOL"
"DB08770"	"BRD-K19605405"	"PWTBZOIUWZOPFT-UHFFFAOYSA-N"	"ZM-241385"	""	"ADORA1"	"Adenosine receptor antagonist"	"4-{2-[(7-AMINO-2-FURAN-2-YL[1,2,4]TRIAZOLO[1,5-A][1,3,5]TRIAZIN-5-YL)AMINO]ETHYL}PHENOL"
"DB08782"	"BRD-K14643723"	"FXNSVEQMUYPYJS-UHFFFAOYSA-N"	"BRD-K14643723"	"4-(2-AMINO-ETHYL)-BENZENESULFONAMIDE"	""	""	"4-(2-AMINOETHYL)BENZENESULFONAMIDE"
"DB08784"	"BRD-K26684619"	"YEXIXVLEDGNAKM-UHFFFAOYSA-N"	"BRD-K26684619"	""	""	""	"2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID"
"DB08799"	"BRD-K99300445"	"REYFJDPCWQRWAA-UHFFFAOYSA-N"	"ANTAZOLINE"	""	"HRH1"	"Antihistamine"	"ANTAZOLINE"
"DB08800"	"BRD-K83257731"	"ICKFFNBDFNZJSX-UHFFFAOYSA-N"	"CHLOROPYRAMINE"	""	"HRH1"	"Histamine receptor antagonist"	"CHLOROPYRAMINE"
"DB08806"	"BRD-K81855038"	"SMTZFNFIKUPEJC-UHFFFAOYSA-N"	"ROXATIDINE"	"ROXATIDINE-ACETATE"	""	""	"ROXATIDINE ACETATE"
"DB08807"	"BRD-A07563059"	"UUOJIACWOAYWEZ-UHFFFAOYSA-N"	"BOPINDOLOL"	""	"ADRB2"	"Adrenergic receptor antagonist"	"BOPINDOLOL"
"DB08807"	"BRD-A07563059"	"UUOJIACWOAYWEZ-UHFFFAOYSA-N"	"BOPINDOLOL"	""	"ADRB1"	"Adrenergic receptor antagonist"	"BOPINDOLOL"
"DB08809"	"BRD-K13664374"	"JXTHNDFMNIQAHM-UHFFFAOYSA-N"	"DICHLOROACETIC-ACID"	""	""	""	"DICHLOROACETIC ACID"
"DB08811"	"BRD-K94830213"	"LOUZDJSQOFXLAP-UHFFFAOYSA-N"	"TOFISOPAM"	""	""	""	"TOFISOPAM"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"PTGS1"	"Cyclooxygenase inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"PTGS1"	"Thromboxane synthase inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"NOS2"	"Platelet aggregation inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"NFKB1"	"Thromboxane synthase inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"NOS2"	"Cyclooxygenase inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"PDE10A"	"Thromboxane synthase inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"NFKB1"	"Cyclooxygenase inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"NOS2"	"Thromboxane synthase inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"PDE10A"	"Cyclooxygenase inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"NFKB1"	"Platelet aggregation inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"PDE10A"	"Platelet aggregation inhibitor"	"TRIFLUSAL"
"DB08814"	"BRD-K71696703"	"RMWVZGDJPAKBDE-UHFFFAOYSA-N"	"TRIFLUSAL"	""	"PTGS1"	"Platelet aggregation inhibitor"	"TRIFLUSAL"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"ADRA2C"	"Dopamine receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"HTR7"	"Serotonin receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"HTR1A"	"Serotonin receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"HTR7"	"Dopamine receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"ADRA2A"	"Dopamine receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"HTR1A"	"Dopamine receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"HTR2A"	"Dopamine receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"HTR2A"	"Serotonin receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"ADRA2C"	"Serotonin receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"DRD2"	"Serotonin receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"DRD2"	"Dopamine receptor antagonist"	"LURASIDONE"
"DB08815"	"BRD-K51143828"	"PQXKDMSYBGKCJA-CVTJIBDQSA-N"	"LURASIDONE"	""	"ADRA2A"	"Serotonin receptor antagonist"	"LURASIDONE"
"DB08816"	"BRD-K44974079"	"OEKWJQXRCDYSHL-MGXMICMRSA-N"	"TICAGRELOR"	""	"P2RY12"	"Purinergic receptor antagonist"	"TICAGRELOR"
"DB08820"	"BRD-K52818472"	"PURKAOJPTOLRMP-UHFFFAOYSA-N"	"IVACAFTOR"	""	"CFTR"	"CFTR channel potentiator"	"IVACAFTOR"
"DB08822"	"BRD-K25723200"	"QJFSABGVXDWMIW-UHFFFAOYSA-N"	"AZILSARTAN-MEDOXOMIL"	""	"AGTR2"	"Angiotensin antagonist"	"AZILSARTAN MEDOXOMIL"
"DB08822"	"BRD-K25723200"	"QJFSABGVXDWMIW-UHFFFAOYSA-N"	"AZILSARTAN-MEDOXOMIL"	""	"AGTR2"	"Insulin sensitizer"	"AZILSARTAN MEDOXOMIL"
"DB08822"	"BRD-K25723200"	"QJFSABGVXDWMIW-UHFFFAOYSA-N"	"AZILSARTAN-MEDOXOMIL"	""	"AGTR2"	"Angiotensin receptor antagonist"	"AZILSARTAN MEDOXOMIL"
"DB08826"	"BRD-K06878038"	"TZXKOCQBRNJULO-UHFFFAOYSA-N"	"DEFERIPRONE"	""	"UGT1A6"	"Chelating agent"	"DEFERIPRONE"
"DB08827"	"BRD-K92213669"	"MBBCVAKAJPKAKM-UHFFFAOYSA-N"	"LOMITAPIDE"	""	"MTTP"	"Microsomal trigylceride transfer protein inhibitor"	"LOMITAPIDE"
"DB08828"	"BRD-K44827188"	"BPQMGSKTAYIVFO-UHFFFAOYSA-N"	"VISMODEGIB"	""	"SMO"	"Hedgehog pathway inhibitor"	"VISMODEGIB"
"DB08828"	"BRD-K44827188"	"BPQMGSKTAYIVFO-UHFFFAOYSA-N"	"VISMODEGIB"	""	"SMO"	"Smoothened receptor antagonist"	"VISMODEGIB"
"DB08834"	"BRD-K45245728"	"BHTRKEVKTKCXOH-LBSADWJPSA-N"	"URSODEOXYCHOLYLTAURINE"	""	""	""	"TAUROURSODEOXYCHOLIC ACID"
"DB08836"	"BRD-K10784860"	"FIQOFIRCTOWDOW-BJLQDIEVSA-N"	"TEMOCAPRIL"	""	"ACE"	"Angiotensin converting enzyme inhibitor"	"TEMOCAPRIL"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR2C"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR1D"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR3A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR2C"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR2B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR1A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR1A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR2B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR4"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR1D"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR2B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR3B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR2C"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR1D"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR2A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR6"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR1B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR3A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR2A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR1B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR2A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR5A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR7"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR5A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR6"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR3A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR1A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR1D"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR3B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR7"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR2B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR4"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR2A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR5A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR1B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR6"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR2C"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR6"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR4"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR7"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR1B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR3B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR7"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K56060837"	"MVAWJSIDNICKHF-RDEKYTKOSA-N"	"SEROTONIN"	""	"HTR4"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR1A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K38580127"	"QZAYGJVTTNCVMB-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR3B"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-A12881497"	"QALKNDMLQRCLGT-AKFOCJAPSA-N"	"SEROTONIN"	""	"HTR5A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08839"	"BRD-K63124331"	"WYFJNQLEVJHNQH-UHFFFAOYSA-N"	"SEROTONIN"	""	"HTR3A"	"Growth factor receptor activator"	"SEROTONIN"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA9"	"Aldose reductase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA1"	"Reverse transcriptase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"SYK"	"Reverse transcriptase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA14"	"Glutathione transferase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA14"	"Reverse transcriptase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA12"	"HCV inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA2"	"HCV inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA9"	"HCV inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA14"	"Aldose reductase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA12"	"HIV integrase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA6"	"Reverse transcriptase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA6"	"Glutathione transferase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA12"	"Reverse transcriptase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"SYK"	"Glutathione transferase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA6"	"HCV inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA1"	"HCV inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA12"	"Aldose reductase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA4"	"Aldose reductase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA14"	"HCV inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"SYK"	"Aldose reductase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA6"	"HIV integrase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA1"	"Aldose reductase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA1"	"Glutathione transferase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA6"	"Quorum sensing signaling modulator"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"SYK"	"HIV integrase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA2"	"Aldose reductase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA4"	"HCV inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"SYK"	"HCV inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA9"	"HIV integrase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA1"	"HIV integrase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA6"	"Aldose reductase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA1"	"Quorum sensing signaling modulator"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA2"	"Quorum sensing signaling modulator"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA9"	"Quorum sensing signaling modulator"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA12"	"Quorum sensing signaling modulator"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA4"	"HIV integrase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA2"	"HIV integrase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA4"	"Glutathione transferase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA2"	"Glutathione transferase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA12"	"Beta-secretase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA14"	"Quorum sensing signaling modulator"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA14"	"HIV integrase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"SYK"	"Quorum sensing signaling modulator"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA2"	"Beta-secretase inhibitor"	"ELLAGIC ACID"
"DB08846"	"BRD-K30466858"	"AFSDNFLWKVMVRB-UHFFFAOYSA-N"	"ELLAGIC-ACID"	""	"CA4"	"Beta-secretase inhibitor"	"ELLAGIC ACID"
